name,coordinates.x,coordinates.y,realHero,hasToothpick,car.name,mood,impactSpeed,minutesOfWaiting,weaponType
BulkUser_535,35,-883.0,true,true,BulkCar_15,CALM,268.0,1.0,MACHINE_GUN
BulkUser_536,36,-882.5,false,false,BulkCar_16,SADNESS,191.0,56.0,BAT
BulkUser_537,37,-882.0,true,false,BulkCar_17,RAGE,269.0,1.0,HAMMER
BulkUser_538,38,-881.5,false,true,BulkCar_18,CALM,193.0,58.0,RIFLE
BulkUser_539,39,-881.0,true,false,BulkCar_19,SADNESS,270.0,1.0,MACHINE_GUN
BulkUser_540,40,-880.5,false,false,BulkCar_20,RAGE,195.0,60.0,BAT
BulkUser_541,41,-880.0,true,true,BulkCar_1,CALM,271.0,1.0,HAMMER
BulkUser_542,42,-879.5,false,false,BulkCar_2,SADNESS,197.0,62.0,RIFLE
BulkUser_543,43,-879.0,true,false,BulkCar_3,RAGE,272.0,1.0,MACHINE_GUN
BulkUser_544,44,-878.5,false,true,BulkCar_4,CALM,199.0,64.0,BAT
BulkUser_545,45,-878.0,true,false,BulkCar_5,SADNESS,273.0,1.0,HAMMER
BulkUser_546,46,-877.5,false,false,BulkCar_6,RAGE,201.0,66.0,RIFLE
BulkUser_547,47,-877.0,true,true,BulkCar_7,CALM,274.0,1.0,MACHINE_GUN
BulkUser_548,48,-876.5,false,false,BulkCar_8,SADNESS,203.0,68.0,BAT
BulkUser_549,49,-876.0,true,false,BulkCar_9,RAGE,275.0,1.0,HAMMER
BulkUser_550,50,-875.5,false,true,BulkCar_10,CALM,205.0,70.0,RIFLE
BulkUser_551,51,-900.0,true,false,BulkCar_11,SADNESS,276.0,1.0,MACHINE_GUN
BulkUser_552,52,-899.5,false,false,BulkCar_12,RAGE,207.0,72.0,BAT
BulkUser_553,53,-899.0,true,true,BulkCar_13,CALM,277.0,1.0,HAMMER
BulkUser_554,54,-898.5,false,false,BulkCar_14,SADNESS,209.0,74.0,RIFLE
BulkUser_555,55,-898.0,true,false,BulkCar_15,RAGE,278.0,1.0,MACHINE_GUN
BulkUser_556,56,-897.5,false,true,BulkCar_16,CALM,211.0,76.0,BAT
BulkUser_557,57,-897.0,true,false,BulkCar_17,SADNESS,279.0,1.0,HAMMER
BulkUser_558,58,-896.5,false,false,BulkCar_18,RAGE,213.0,78.0,RIFLE
BulkUser_559,59,-896.0,true,true,BulkCar_19,CALM,280.0,1.0,MACHINE_GUN
BulkUser_560,60,-895.5,false,false,BulkCar_20,SADNESS,215.0,80.0,BAT
BulkUser_561,61,-895.0,true,false,BulkCar_1,RAGE,281.0,1.0,HAMMER
BulkUser_562,62,-894.5,false,true,BulkCar_2,CALM,217.0,82.0,RIFLE
BulkUser_563,63,-894.0,true,false,BulkCar_3,SADNESS,282.0,1.0,MACHINE_GUN
BulkUser_564,64,-893.5,false,false,BulkCar_4,RAGE,219.0,84.0,BAT
BulkUser_565,65,-893.0,true,true,BulkCar_5,CALM,283.0,1.0,HAMMER
BulkUser_566,66,-892.5,false,false,BulkCar_6,SADNESS,221.0,86.0,RIFLE
BulkUser_567,67,-892.0,true,false,BulkCar_7,RAGE,284.0,1.0,MACHINE_GUN
BulkUser_568,68,-891.5,false,true,BulkCar_8,CALM,223.0,88.0,BAT
BulkUser_569,69,-891.0,true,false,BulkCar_9,SADNESS,285.0,1.0,HAMMER
BulkUser_570,70,-890.5,false,false,BulkCar_10,RAGE,225.0,90.0,RIFLE
BulkUser_571,71,-890.0,true,true,BulkCar_11,CALM,286.0,1.0,MACHINE_GUN
BulkUser_572,72,-889.5,false,false,BulkCar_12,SADNESS,227.0,92.0,BAT
BulkUser_573,73,-889.0,true,false,BulkCar_13,RAGE,287.0,1.0,HAMMER
BulkUser_574,74,-888.5,false,true,BulkCar_14,CALM,229.0,94.0,RIFLE
BulkUser_575,75,-888.0,true,false,BulkCar_15,SADNESS,288.0,1.0,MACHINE_GUN
BulkUser_576,76,-887.5,false,false,BulkCar_16,RAGE,231.0,96.0,BAT
BulkUser_577,77,-887.0,true,true,BulkCar_17,CALM,289.0,1.0,HAMMER
BulkUser_578,78,-886.5,false,false,BulkCar_18,SADNESS,233.0,98.0,RIFLE
BulkUser_579,79,-886.0,true,false,BulkCar_19,RAGE,290.0,1.0,MACHINE_GUN
BulkUser_580,80,-885.5,false,true,BulkCar_20,CALM,235.0,100.0,BAT
BulkUser_581,81,-885.0,true,false,BulkCar_1,SADNESS,291.0,1.0,HAMMER
BulkUser_582,82,-884.5,false,false,BulkCar_2,RAGE,237.0,102.0,RIFLE
BulkUser_583,83,-884.0,true,true,BulkCar_3,CALM,292.0,1.0,MACHINE_GUN
BulkUser_584,84,-883.5,false,false,BulkCar_4,SADNESS,239.0,104.0,BAT
BulkUser_585,85,-883.0,true,false,BulkCar_5,RAGE,293.0,1.0,HAMMER
BulkUser_586,86,-882.5,false,true,BulkCar_6,CALM,241.0,106.0,RIFLE
BulkUser_587,87,-882.0,true,false,BulkCar_7,SADNESS,294.0,1.0,MACHINE_GUN
BulkUser_588,88,-881.5,false,false,BulkCar_8,RAGE,243.0,108.0,BAT
BulkUser_589,89,-881.0,true,true,BulkCar_9,CALM,295.0,1.0,HAMMER
BulkUser_590,90,-880.5,false,false,BulkCar_10,SADNESS,245.0,110.0,RIFLE
BulkUser_591,91,-880.0,true,false,BulkCar_11,RAGE,296.0,1.0,MACHINE_GUN
BulkUser_592,92,-879.5,false,true,BulkCar_12,CALM,247.0,112.0,BAT
BulkUser_593,93,-879.0,true,false,BulkCar_13,SADNESS,297.0,1.0,HAMMER
BulkUser_594,94,-878.5,false,false,BulkCar_14,RAGE,249.0,114.0,RIFLE
BulkUser_595,95,-878.0,true,true,BulkCar_15,CALM,298.0,1.0,MACHINE_GUN
BulkUser_596,96,-877.5,false,false,BulkCar_16,SADNESS,251.0,116.0,BAT
BulkUser_597,97,-877.0,true,false,BulkCar_17,RAGE,299.0,1.0,HAMMER
BulkUser_598,98,-876.5,false,true,BulkCar_18,CALM,253.0,118.0,RIFLE
BulkUser_599,99,-876.0,true,false,BulkCar_19,SADNESS,300.0,1.0,MACHINE_GUN
BulkUser_600,100,-875.5,false,false,BulkCar_20,RAGE,255.0,120.0,BAT
BulkUser_601,1,-900.0,true,true,BulkCar_1,CALM,301.0,1.0,HAMMER
BulkUser_602,2,-899.5,false,false,BulkCar_2,SADNESS,257.0,2.0,RIFLE
BulkUser_603,3,-899.0,true,false,BulkCar_3,RAGE,302.0,1.0,MACHINE_GUN
BulkUser_604,4,-898.5,false,true,BulkCar_4,CALM,259.0,4.0,BAT
BulkUser_605,5,-898.0,true,false,BulkCar_5,SADNESS,303.0,1.0,HAMMER
BulkUser_606,6,-897.5,false,false,BulkCar_6,RAGE,261.0,6.0,RIFLE
BulkUser_607,7,-897.0,true,true,BulkCar_7,CALM,304.0,1.0,MACHINE_GUN
BulkUser_608,8,-896.5,false,false,BulkCar_8,SADNESS,263.0,8.0,BAT
BulkUser_609,9,-896.0,true,false,BulkCar_9,RAGE,305.0,1.0,HAMMER
BulkUser_610,10,-895.5,false,true,BulkCar_10,CALM,265.0,10.0,RIFLE
BulkUser_611,11,-895.0,true,false,BulkCar_11,SADNESS,306.0,1.0,MACHINE_GUN
BulkUser_612,12,-894.5,false,false,BulkCar_12,RAGE,267.0,12.0,BAT
BulkUser_613,13,-894.0,true,true,BulkCar_13,CALM,307.0,1.0,HAMMER
BulkUser_614,14,-893.5,false,false,BulkCar_14,SADNESS,269.0,14.0,RIFLE
BulkUser_615,15,-893.0,true,false,BulkCar_15,RAGE,308.0,1.0,MACHINE_GUN
BulkUser_616,16,-892.5,false,true,BulkCar_16,CALM,271.0,16.0,BAT
BulkUser_617,17,-892.0,true,false,BulkCar_17,SADNESS,309.0,1.0,HAMMER
BulkUser_618,18,-891.5,false,false,BulkCar_18,RAGE,273.0,18.0,RIFLE
BulkUser_619,19,-891.0,true,true,BulkCar_19,CALM,310.0,1.0,MACHINE_GUN
BulkUser_620,20,-890.5,false,false,BulkCar_20,SADNESS,275.0,20.0,BAT
BulkUser_621,21,-890.0,true,false,BulkCar_1,RAGE,311.0,1.0,HAMMER
BulkUser_622,22,-889.5,false,true,BulkCar_2,CALM,277.0,22.0,RIFLE
BulkUser_623,23,-889.0,true,false,BulkCar_3,SADNESS,312.0,1.0,MACHINE_GUN
BulkUser_624,24,-888.5,false,false,BulkCar_4,RAGE,279.0,24.0,BAT
BulkUser_625,25,-888.0,true,true,BulkCar_5,CALM,313.0,1.0,HAMMER
BulkUser_626,26,-887.5,false,false,BulkCar_6,SADNESS,281.0,26.0,RIFLE
BulkUser_627,27,-887.0,true,false,BulkCar_7,RAGE,314.0,1.0,MACHINE_GUN
BulkUser_628,28,-886.5,false,true,BulkCar_8,CALM,283.0,28.0,BAT
BulkUser_629,29,-886.0,true,false,BulkCar_9,SADNESS,315.0,1.0,HAMMER
BulkUser_630,30,-885.5,false,false,BulkCar_10,RAGE,285.0,30.0,RIFLE
BulkUser_631,31,-885.0,true,true,BulkCar_11,CALM,316.0,1.0,MACHINE_GUN
BulkUser_632,32,-884.5,false,false,BulkCar_12,SADNESS,287.0,32.0,BAT
BulkUser_633,33,-884.0,true,false,BulkCar_13,RAGE,317.0,1.0,HAMMER
BulkUser_634,34,-883.5,false,true,BulkCar_14,CALM,289.0,34.0,RIFLE
BulkUser_635,35,-883.0,true,false,BulkCar_15,SADNESS,318.0,1.0,MACHINE_GUN
BulkUser_636,36,-882.5,false,false,BulkCar_16,RAGE,291.0,36.0,BAT
BulkUser_637,37,-882.0,true,true,BulkCar_17,CALM,319.0,1.0,HAMMER
BulkUser_638,38,-881.5,false,false,BulkCar_18,SADNESS,293.0,38.0,RIFLE
BulkUser_639,39,-881.0,true,false,BulkCar_19,RAGE,320.0,1.0,MACHINE_GUN
BulkUser_640,40,-880.5,false,true,BulkCar_20,CALM,295.0,40.0,BAT
BulkUser_641,41,-880.0,true,false,BulkCar_1,SADNESS,321.0,1.0,HAMMER
BulkUser_642,42,-879.5,false,false,BulkCar_2,RAGE,297.0,42.0,RIFLE
BulkUser_643,43,-879.0,true,true,BulkCar_3,CALM,322.0,1.0,MACHINE_GUN
BulkUser_644,44,-878.5,false,false,BulkCar_4,SADNESS,299.0,44.0,BAT
BulkUser_645,45,-878.0,true,false,BulkCar_5,RAGE,323.0,1.0,HAMMER
BulkUser_646,46,-877.5,false,true,BulkCar_6,CALM,301.0,46.0,RIFLE
BulkUser_647,47,-877.0,true,false,BulkCar_7,SADNESS,324.0,1.0,MACHINE_GUN
BulkUser_648,48,-876.5,false,false,BulkCar_8,RAGE,303.0,48.0,BAT
BulkUser_649,49,-876.0,true,true,BulkCar_9,CALM,325.0,1.0,HAMMER
BulkUser_650,50,-875.5,false,false,BulkCar_10,SADNESS,305.0,50.0,RIFLE
BulkUser_651,51,-900.0,true,false,BulkCar_11,RAGE,326.0,1.0,MACHINE_GUN
BulkUser_652,52,-899.5,false,true,BulkCar_12,CALM,307.0,52.0,BAT
BulkUser_653,53,-899.0,true,false,BulkCar_13,SADNESS,327.0,1.0,HAMMER
BulkUser_654,54,-898.5,false,false,BulkCar_14,RAGE,309.0,54.0,RIFLE
BulkUser_655,55,-898.0,true,true,BulkCar_15,CALM,328.0,1.0,MACHINE_GUN
BulkUser_656,56,-897.5,false,false,BulkCar_16,SADNESS,311.0,56.0,BAT
BulkUser_657,57,-897.0,true,false,BulkCar_17,RAGE,329.0,1.0,HAMMER
BulkUser_658,58,-896.5,false,true,BulkCar_18,CALM,313.0,58.0,RIFLE
BulkUser_659,59,-896.0,true,false,BulkCar_19,SADNESS,330.0,1.0,MACHINE_GUN
BulkUser_660,60,-895.5,false,false,BulkCar_20,RAGE,315.0,60.0,BAT
BulkUser_661,61,-895.0,true,true,BulkCar_1,CALM,331.0,1.0,HAMMER
BulkUser_662,62,-894.5,false,false,BulkCar_2,SADNESS,317.0,62.0,RIFLE
BulkUser_663,63,-894.0,true,false,BulkCar_3,RAGE,332.0,1.0,MACHINE_GUN
BulkUser_664,64,-893.5,false,true,BulkCar_4,CALM,319.0,64.0,BAT
BulkUser_665,65,-893.0,true,false,BulkCar_5,SADNESS,333.0,1.0,HAMMER
BulkUser_666,66,-892.5,false,false,BulkCar_6,RAGE,321.0,66.0,RIFLE
BulkUser_667,67,-892.0,true,true,BulkCar_7,CALM,334.0,1.0,MACHINE_GUN
BulkUser_668,68,-891.5,false,false,BulkCar_8,SADNESS,323.0,68.0,BAT
BulkUser_669,69,-891.0,true,false,BulkCar_9,RAGE,335.0,1.0,HAMMER
BulkUser_670,70,-890.5,false,true,BulkCar_10,CALM,325.0,70.0,RIFLE
BulkUser_671,71,-890.0,true,false,BulkCar_11,SADNESS,336.0,1.0,MACHINE_GUN
BulkUser_672,72,-889.5,false,false,BulkCar_12,RAGE,327.0,72.0,BAT
BulkUser_673,73,-889.0,true,true,BulkCar_13,CALM,337.0,1.0,HAMMER
BulkUser_674,74,-888.5,false,false,BulkCar_14,SADNESS,329.0,74.0,RIFLE
BulkUser_675,75,-888.0,true,false,BulkCar_15,RAGE,338.0,1.0,MACHINE_GUN
BulkUser_676,76,-887.5,false,true,BulkCar_16,CALM,331.0,76.0,BAT
BulkUser_677,77,-887.0,true,false,BulkCar_17,SADNESS,339.0,1.0,HAMMER
BulkUser_678,78,-886.5,false,false,BulkCar_18,RAGE,333.0,78.0,RIFLE
BulkUser_679,79,-886.0,true,true,BulkCar_19,CALM,340.0,1.0,MACHINE_GUN
BulkUser_680,80,-885.5,false,false,BulkCar_20,SADNESS,335.0,80.0,BAT
BulkUser_681,81,-885.0,true,false,BulkCar_1,RAGE,1.0,2.0,HAMMER
BulkUser_682,82,-884.5,false,true,BulkCar_2,CALM,337.0,82.0,RIFLE
BulkUser_683,83,-884.0,true,false,BulkCar_3,SADNESS,2.0,2.0,MACHINE_GUN
BulkUser_684,84,-883.5,false,false,BulkCar_4,RAGE,339.0,84.0,BAT
BulkUser_685,85,-883.0,true,true,BulkCar_5,CALM,3.0,2.0,HAMMER
BulkUser_686,86,-882.5,false,false,BulkCar_6,SADNESS,341.0,86.0,RIFLE
BulkUser_687,87,-882.0,true,false,BulkCar_7,RAGE,4.0,2.0,MACHINE_GUN
BulkUser_688,88,-881.5,false,true,BulkCar_8,CALM,343.0,88.0,BAT
BulkUser_689,89,-881.0,true,false,BulkCar_9,SADNESS,5.0,2.0,HAMMER
BulkUser_690,90,-880.5,false,false,BulkCar_10,RAGE,345.0,90.0,RIFLE
BulkUser_691,91,-880.0,true,true,BulkCar_11,CALM,6.0,2.0,MACHINE_GUN
BulkUser_692,92,-879.5,false,false,BulkCar_12,SADNESS,2.0,92.0,BAT
BulkUser_693,93,-879.0,true,false,BulkCar_13,RAGE,7.0,2.0,HAMMER
BulkUser_694,94,-878.5,false,true,BulkCar_14,CALM,4.0,94.0,RIFLE
BulkUser_695,95,-878.0,true,false,BulkCar_15,SADNESS,8.0,2.0,MACHINE_GUN
BulkUser_696,96,-877.5,false,false,BulkCar_16,RAGE,6.0,96.0,BAT
BulkUser_697,97,-877.0,true,true,BulkCar_17,CALM,9.0,2.0,HAMMER
BulkUser_698,98,-876.5,false,false,BulkCar_18,SADNESS,8.0,98.0,RIFLE
BulkUser_699,99,-876.0,true,false,BulkCar_19,RAGE,10.0,2.0,MACHINE_GUN
BulkUser_700,100,-875.5,false,true,BulkCar_20,CALM,10.0,100.0,BAT
BulkUser_701,1,-900.0,true,false,BulkCar_1,SADNESS,11.0,2.0,HAMMER
BulkUser_702,2,-899.5,false,false,BulkCar_2,RAGE,12.0,102.0,RIFLE
BulkUser_703,3,-899.0,true,true,BulkCar_3,CALM,12.0,2.0,MACHINE_GUN
BulkUser_704,4,-898.5,false,false,BulkCar_4,SADNESS,14.0,104.0,BAT
BulkUser_705,5,-898.0,true,false,BulkCar_5,RAGE,13.0,2.0,HAMMER
BulkUser_706,6,-897.5,false,true,BulkCar_6,CALM,16.0,106.0,RIFLE
BulkUser_707,7,-897.0,true,false,BulkCar_7,SADNESS,14.0,2.0,MACHINE_GUN
BulkUser_708,8,-896.5,false,false,BulkCar_8,RAGE,18.0,108.0,BAT
BulkUser_709,9,-896.0,true,true,BulkCar_9,CALM,15.0,2.0,HAMMER
BulkUser_710,10,-895.5,false,false,BulkCar_10,SADNESS,20.0,110.0,RIFLE
BulkUser_711,11,-895.0,true,false,BulkCar_11,RAGE,16.0,2.0,MACHINE_GUN
BulkUser_712,12,-894.5,false,true,BulkCar_12,CALM,22.0,112.0,BAT
BulkUser_713,13,-894.0,true,false,BulkCar_13,SADNESS,17.0,2.0,HAMMER
BulkUser_714,14,-893.5,false,false,BulkCar_14,RAGE,24.0,114.0,RIFLE
BulkUser_715,15,-893.0,true,true,BulkCar_15,CALM,18.0,2.0,MACHINE_GUN
BulkUser_716,16,-892.5,false,false,BulkCar_16,SADNESS,26.0,116.0,BAT
BulkUser_717,17,-892.0,true,false,BulkCar_17,RAGE,19.0,2.0,HAMMER
BulkUser_718,18,-891.5,false,true,BulkCar_18,CALM,28.0,118.0,RIFLE
BulkUser_719,19,-891.0,true,false,BulkCar_19,SADNESS,20.0,2.0,MACHINE_GUN
BulkUser_720,20,-890.5,false,false,BulkCar_20,RAGE,30.0,120.0,BAT
BulkUser_721,21,-890.0,true,true,BulkCar_1,CALM,21.0,2.0,HAMMER
BulkUser_722,22,-889.5,false,false,BulkCar_2,SADNESS,32.0,2.0,RIFLE
BulkUser_723,23,-889.0,true,false,BulkCar_3,RAGE,22.0,2.0,MACHINE_GUN
BulkUser_724,24,-888.5,false,true,BulkCar_4,CALM,34.0,4.0,BAT
BulkUser_725,25,-888.0,true,false,BulkCar_5,SADNESS,23.0,2.0,HAMMER
BulkUser_726,26,-887.5,false,false,BulkCar_6,RAGE,36.0,6.0,RIFLE
BulkUser_727,27,-887.0,true,true,BulkCar_7,CALM,24.0,2.0,MACHINE_GUN
BulkUser_728,28,-886.5,false,false,BulkCar_8,SADNESS,38.0,8.0,BAT
BulkUser_729,29,-886.0,true,false,BulkCar_9,RAGE,25.0,2.0,HAMMER
BulkUser_730,30,-885.5,false,true,BulkCar_10,CALM,40.0,10.0,RIFLE
BulkUser_731,31,-885.0,true,false,BulkCar_11,SADNESS,26.0,2.0,MACHINE_GUN
BulkUser_732,32,-884.5,false,false,BulkCar_12,RAGE,42.0,12.0,BAT
BulkUser_733,33,-884.0,true,true,BulkCar_13,CALM,27.0,2.0,HAMMER
BulkUser_734,34,-883.5,false,false,BulkCar_14,SADNESS,44.0,14.0,RIFLE
BulkUser_735,35,-883.0,true,false,BulkCar_15,RAGE,28.0,2.0,MACHINE_GUN
BulkUser_736,36,-882.5,false,true,BulkCar_16,CALM,46.0,16.0,BAT
BulkUser_737,37,-882.0,true,false,BulkCar_17,SADNESS,29.0,2.0,HAMMER
BulkUser_738,38,-881.5,false,false,BulkCar_18,RAGE,48.0,18.0,RIFLE
BulkUser_739,39,-881.0,true,true,BulkCar_19,CALM,30.0,2.0,MACHINE_GUN
BulkUser_740,40,-880.5,false,false,BulkCar_20,SADNESS,50.0,20.0,BAT
BulkUser_741,41,-880.0,true,false,BulkCar_1,RAGE,31.0,2.0,HAMMER
BulkUser_742,42,-879.5,false,true,BulkCar_2,CALM,52.0,22.0,RIFLE
BulkUser_743,43,-879.0,true,false,BulkCar_3,SADNESS,32.0,2.0,MACHINE_GUN
BulkUser_744,44,-878.5,false,false,BulkCar_4,RAGE,54.0,24.0,BAT
BulkUser_745,45,-878.0,true,true,BulkCar_5,CALM,33.0,2.0,HAMMER
BulkUser_746,46,-877.5,false,false,BulkCar_6,SADNESS,56.0,26.0,RIFLE
BulkUser_747,47,-877.0,true,false,BulkCar_7,RAGE,34.0,2.0,MACHINE_GUN
BulkUser_748,48,-876.5,false,true,BulkCar_8,CALM,58.0,28.0,BAT
BulkUser_749,49,-876.0,true,false,BulkCar_9,SADNESS,35.0,2.0,HAMMER
BulkUser_750,50,-875.5,false,false,BulkCar_10,RAGE,60.0,30.0,RIFLE
BulkUser_751,51,-900.0,true,true,BulkCar_11,CALM,36.0,2.0,MACHINE_GUN
BulkUser_752,52,-899.5,false,false,BulkCar_12,SADNESS,62.0,32.0,BAT
BulkUser_753,53,-899.0,true,false,BulkCar_13,RAGE,37.0,2.0,HAMMER
BulkUser_754,54,-898.5,false,true,BulkCar_14,CALM,64.0,34.0,RIFLE
BulkUser_755,55,-898.0,true,false,BulkCar_15,SADNESS,38.0,2.0,MACHINE_GUN
BulkUser_756,56,-897.5,false,false,BulkCar_16,RAGE,66.0,36.0,BAT
BulkUser_757,57,-897.0,true,true,BulkCar_17,CALM,39.0,2.0,HAMMER
BulkUser_758,58,-896.5,false,false,BulkCar_18,SADNESS,68.0,38.0,RIFLE
BulkUser_759,59,-896.0,true,false,BulkCar_19,RAGE,40.0,2.0,MACHINE_GUN
BulkUser_760,60,-895.5,false,true,BulkCar_20,CALM,70.0,40.0,BAT
BulkUser_761,61,-895.0,true,false,BulkCar_1,SADNESS,41.0,2.0,HAMMER
BulkUser_762,62,-894.5,false,false,BulkCar_2,RAGE,72.0,42.0,RIFLE
BulkUser_763,63,-894.0,true,true,BulkCar_3,CALM,42.0,2.0,MACHINE_GUN
BulkUser_764,64,-893.5,false,false,BulkCar_4,SADNESS,74.0,44.0,BAT
BulkUser_765,65,-893.0,true,false,BulkCar_5,RAGE,43.0,2.0,HAMMER
BulkUser_766,66,-892.5,false,true,BulkCar_6,CALM,76.0,46.0,RIFLE
BulkUser_767,67,-892.0,true,false,BulkCar_7,SADNESS,44.0,2.0,MACHINE_GUN
BulkUser_768,68,-891.5,false,false,BulkCar_8,RAGE,78.0,48.0,BAT
BulkUser_769,69,-891.0,true,true,BulkCar_9,CALM,45.0,2.0,HAMMER
BulkUser_770,70,-890.5,false,false,BulkCar_10,SADNESS,80.0,50.0,RIFLE
BulkUser_771,71,-890.0,true,false,BulkCar_11,RAGE,46.0,2.0,MACHINE_GUN
BulkUser_772,72,-889.5,false,true,BulkCar_12,CALM,82.0,52.0,BAT
BulkUser_773,73,-889.0,true,false,BulkCar_13,SADNESS,47.0,2.0,HAMMER
BulkUser_774,74,-888.5,false,false,BulkCar_14,RAGE,84.0,54.0,RIFLE
BulkUser_775,75,-888.0,true,true,BulkCar_15,CALM,48.0,2.0,MACHINE_GUN
BulkUser_776,76,-887.5,false,false,BulkCar_16,SADNESS,86.0,56.0,BAT
BulkUser_777,77,-887.0,true,false,BulkCar_17,RAGE,49.0,2.0,HAMMER
BulkUser_778,78,-886.5,false,true,BulkCar_18,CALM,88.0,58.0,RIFLE
BulkUser_779,79,-886.0,true,false,BulkCar_19,SADNESS,50.0,2.0,MACHINE_GUN
BulkUser_780,80,-885.5,false,false,BulkCar_20,RAGE,90.0,60.0,BAT
BulkUser_781,81,-885.0,true,true,BulkCar_1,CALM,51.0,2.0,HAMMER
BulkUser_782,82,-884.5,false,false,BulkCar_2,SADNESS,92.0,62.0,RIFLE
BulkUser_783,83,-884.0,true,false,BulkCar_3,RAGE,52.0,2.0,MACHINE_GUN
BulkUser_784,84,-883.5,false,true,BulkCar_4,CALM,94.0,64.0,BAT
BulkUser_785,85,-883.0,true,false,BulkCar_5,SADNESS,53.0,2.0,HAMMER
BulkUser_786,86,-882.5,false,false,BulkCar_6,RAGE,96.0,66.0,RIFLE
BulkUser_787,87,-882.0,true,true,BulkCar_7,CALM,54.0,2.0,MACHINE_GUN
BulkUser_788,88,-881.5,false,false,BulkCar_8,SADNESS,98.0,68.0,BAT
BulkUser_789,89,-881.0,true,false,BulkCar_9,RAGE,55.0,2.0,HAMMER
BulkUser_790,90,-880.5,false,true,BulkCar_10,CALM,100.0,70.0,RIFLE
BulkUser_791,91,-880.0,true,false,BulkCar_11,SADNESS,56.0,2.0,MACHINE_GUN
BulkUser_792,92,-879.5,false,false,BulkCar_12,RAGE,102.0,72.0,BAT
BulkUser_793,93,-879.0,true,true,BulkCar_13,CALM,57.0,2.0,HAMMER
BulkUser_794,94,-878.5,false,false,BulkCar_14,SADNESS,104.0,74.0,RIFLE
BulkUser_795,95,-878.0,true,false,BulkCar_15,RAGE,58.0,2.0,MACHINE_GUN
BulkUser_796,96,-877.5,false,true,BulkCar_16,CALM,106.0,76.0,BAT
BulkUser_797,97,-877.0,true,false,BulkCar_17,SADNESS,59.0,2.0,HAMMER
BulkUser_798,98,-876.5,false,false,BulkCar_18,RAGE,108.0,78.0,RIFLE
