name,coordinates.x,coordinates.y,realHero,hasToothpick,car.name,mood,impactSpeed,minutesOfWaiting,weaponType
BulkUser_2098,98,-876.5,false,true,BulkCar_18,CALM,28.0,58.0,RIFLE
BulkUser_2099,99,-876.0,true,false,BulkCar_19,SADNESS,30.0,4.0,MACHINE_GUN
BulkUser_2100,100,-875.5,false,false,BulkCar_20,RAGE,30.0,60.0,BAT
BulkUser_2101,1,-900.0,true,true,BulkCar_1,CALM,31.0,4.0,HAMMER
BulkUser_2102,2,-899.5,false,false,BulkCar_2,SADNESS,32.0,62.0,RIFLE
BulkUser_2103,3,-899.0,true,false,BulkCar_3,RAGE,32.0,4.0,MACHINE_GUN
BulkUser_2104,4,-898.5,false,true,BulkCar_4,CALM,34.0,64.0,BAT
BulkUser_2105,5,-898.0,true,false,BulkCar_5,SADNESS,33.0,4.0,HAMMER
BulkUser_2106,6,-897.5,false,false,BulkCar_6,RAGE,36.0,66.0,RIFLE
BulkUser_2107,7,-897.0,true,true,BulkCar_7,CALM,34.0,4.0,MACHINE_GUN
BulkUser_2108,8,-896.5,false,false,BulkCar_8,SADNESS,38.0,68.0,BAT
BulkUser_2109,9,-896.0,true,false,BulkCar_9,RAGE,35.0,4.0,HAMMER
BulkUser_2110,10,-895.5,false,true,BulkCar_10,CALM,40.0,70.0,RIFLE
BulkUser_2111,11,-895.0,true,false,BulkCar_11,SADNESS,36.0,4.0,MACHINE_GUN
BulkUser_2112,12,-894.5,false,false,BulkCar_12,RAGE,42.0,72.0,BAT
BulkUser_2113,13,-894.0,true,true,BulkCar_13,CALM,37.0,4.0,HAMMER
BulkUser_2114,14,-893.5,false,false,BulkCar_14,SADNESS,44.0,74.0,RIFLE
BulkUser_2115,15,-893.0,true,false,BulkCar_15,RAGE,38.0,4.0,MACHINE_GUN
BulkUser_2116,16,-892.5,false,true,BulkCar_16,CALM,46.0,76.0,BAT
BulkUser_2117,17,-892.0,true,false,BulkCar_17,SADNESS,39.0,4.0,HAMMER
BulkUser_2118,18,-891.5,false,false,BulkCar_18,RAGE,48.0,78.0,RIFLE
BulkUser_2119,19,-891.0,true,true,BulkCar_19,CALM,40.0,4.0,MACHINE_GUN
BulkUser_2120,20,-890.5,false,false,BulkCar_20,SADNESS,50.0,80.0,BAT
BulkUser_2121,21,-890.0,true,false,BulkCar_1,RAGE,41.0,4.0,HAMMER
BulkUser_2122,22,-889.5,false,true,BulkCar_2,CALM,52.0,82.0,RIFLE
BulkUser_2123,23,-889.0,true,false,BulkCar_3,SADNESS,42.0,4.0,MACHINE_GUN
BulkUser_2124,24,-888.5,false,false,BulkCar_4,RAGE,54.0,84.0,BAT
BulkUser_2125,25,-888.0,true,true,BulkCar_5,CALM,43.0,4.0,HAMMER
BulkUser_2126,26,-887.5,false,false,BulkCar_6,SADNESS,56.0,86.0,RIFLE
BulkUser_2127,27,-887.0,true,false,BulkCar_7,RAGE,44.0,4.0,MACHINE_GUN
BulkUser_2128,28,-886.5,false,true,BulkCar_8,CALM,58.0,88.0,BAT
BulkUser_2129,29,-886.0,true,false,BulkCar_9,SADNESS,45.0,4.0,HAMMER
BulkUser_2130,30,-885.5,false,false,BulkCar_10,RAGE,60.0,90.0,RIFLE
BulkUser_2131,31,-885.0,true,true,BulkCar_11,CALM,46.0,4.0,MACHINE_GUN
BulkUser_2132,32,-884.5,false,false,BulkCar_12,SADNESS,62.0,92.0,BAT
BulkUser_2133,33,-884.0,true,false,BulkCar_13,RAGE,47.0,4.0,HAMMER
BulkUser_2134,34,-883.5,false,true,BulkCar_14,CALM,64.0,94.0,RIFLE
BulkUser_2135,35,-883.0,true,false,BulkCar_15,SADNESS,48.0,4.0,MACHINE_GUN
BulkUser_2136,36,-882.5,false,false,BulkCar_16,RAGE,66.0,96.0,BAT
BulkUser_2137,37,-882.0,true,true,BulkCar_17,CALM,49.0,4.0,HAMMER
BulkUser_2138,38,-881.5,false,false,BulkCar_18,SADNESS,68.0,98.0,RIFLE
BulkUser_2139,39,-881.0,true,false,BulkCar_19,RAGE,50.0,4.0,MACHINE_GUN
BulkUser_2140,40,-880.5,false,true,BulkCar_20,CALM,70.0,100.0,BAT
BulkUser_2141,41,-880.0,true,false,BulkCar_1,SADNESS,51.0,4.0,HAMMER
BulkUser_2142,42,-879.5,false,false,BulkCar_2,RAGE,72.0,102.0,RIFLE
BulkUser_2143,43,-879.0,true,true,BulkCar_3,CALM,52.0,4.0,MACHINE_GUN
BulkUser_2144,44,-878.5,false,false,BulkCar_4,SADNESS,74.0,104.0,BAT
BulkUser_2145,45,-878.0,true,false,BulkCar_5,RAGE,53.0,4.0,HAMMER
BulkUser_2146,46,-877.5,false,true,BulkCar_6,CALM,76.0,106.0,RIFLE
BulkUser_2147,47,-877.0,true,false,BulkCar_7,SADNESS,54.0,4.0,MACHINE_GUN
BulkUser_2148,48,-876.5,false,false,BulkCar_8,RAGE,78.0,108.0,BAT
BulkUser_2149,49,-876.0,true,true,BulkCar_9,CALM,55.0,4.0,HAMMER
BulkUser_2150,50,-875.5,false,false,BulkCar_10,SADNESS,80.0,110.0,RIFLE
BulkUser_2151,51,-900.0,true,false,BulkCar_11,RAGE,56.0,4.0,MACHINE_GUN
BulkUser_2152,52,-899.5,false,true,BulkCar_12,CALM,82.0,112.0,BAT
BulkUser_2153,53,-899.0,true,false,BulkCar_13,SADNESS,57.0,4.0,HAMMER
BulkUser_2154,54,-898.5,false,false,BulkCar_14,RAGE,84.0,114.0,RIFLE
BulkUser_2155,55,-898.0,true,true,BulkCar_15,CALM,58.0,4.0,MACHINE_GUN
BulkUser_2156,56,-897.5,false,false,BulkCar_16,SADNESS,86.0,116.0,BAT
BulkUser_2157,57,-897.0,true,false,BulkCar_17,RAGE,59.0,4.0,HAMMER
BulkUser_2158,58,-896.5,false,true,BulkCar_18,CALM,88.0,118.0,RIFLE
BulkUser_2159,59,-896.0,true,false,BulkCar_19,SADNESS,60.0,4.0,MACHINE_GUN
BulkUser_2160,60,-895.5,false,false,BulkCar_20,RAGE,90.0,120.0,BAT
BulkUser_2161,61,-895.0,true,true,BulkCar_1,CALM,61.0,4.0,HAMMER
BulkUser_2162,62,-894.5,false,false,BulkCar_2,SADNESS,92.0,2.0,RIFLE
BulkUser_2163,63,-894.0,true,false,BulkCar_3,RAGE,62.0,4.0,MACHINE_GUN
BulkUser_2164,64,-893.5,false,true,BulkCar_4,CALM,94.0,4.0,BAT
BulkUser_2165,65,-893.0,true,false,BulkCar_5,SADNESS,63.0,4.0,HAMMER
BulkUser_2166,66,-892.5,false,false,BulkCar_6,RAGE,96.0,6.0,RIFLE
BulkUser_2167,67,-892.0,true,true,BulkCar_7,CALM,64.0,4.0,MACHINE_GUN
BulkUser_2168,68,-891.5,false,false,BulkCar_8,SADNESS,98.0,8.0,BAT
BulkUser_2169,69,-891.0,true,false,BulkCar_9,RAGE,65.0,4.0,HAMMER
BulkUser_2170,70,-890.5,false,true,BulkCar_10,CALM,100.0,10.0,RIFLE
BulkUser_2171,71,-890.0,true,false,BulkCar_11,SADNESS,66.0,4.0,MACHINE_GUN
BulkUser_2172,72,-889.5,false,false,BulkCar_12,RAGE,102.0,12.0,BAT
BulkUser_2173,73,-889.0,true,true,BulkCar_13,CALM,67.0,4.0,HAMMER
BulkUser_2174,74,-888.5,false,false,BulkCar_14,SADNESS,104.0,14.0,RIFLE
BulkUser_2175,75,-888.0,true,false,BulkCar_15,RAGE,68.0,4.0,MACHINE_GUN
BulkUser_2176,76,-887.5,false,true,BulkCar_16,CALM,106.0,16.0,BAT
BulkUser_2177,77,-887.0,true,false,BulkCar_17,SADNESS,69.0,4.0,HAMMER
BulkUser_2178,78,-886.5,false,false,BulkCar_18,RAGE,108.0,18.0,RIFLE
BulkUser_2179,79,-886.0,true,true,BulkCar_19,CALM,70.0,4.0,MACHINE_GUN
BulkUser_2180,80,-885.5,false,false,BulkCar_20,SADNESS,110.0,20.0,BAT
BulkUser_2181,81,-885.0,true,false,BulkCar_1,RAGE,71.0,4.0,HAMMER
BulkUser_2182,82,-884.5,false,true,BulkCar_2,CALM,112.0,22.0,RIFLE
BulkUser_2183,83,-884.0,true,false,BulkCar_3,SADNESS,72.0,4.0,MACHINE_GUN
BulkUser_2184,84,-883.5,false,false,BulkCar_4,RAGE,114.0,24.0,BAT
BulkUser_2185,85,-883.0,true,true,BulkCar_5,CALM,73.0,4.0,HAMMER
BulkUser_2186,86,-882.5,false,false,BulkCar_6,SADNESS,116.0,26.0,RIFLE
BulkUser_2187,87,-882.0,true,false,BulkCar_7,RAGE,74.0,4.0,MACHINE_GUN
BulkUser_2188,88,-881.5,false,true,BulkCar_8,CALM,118.0,28.0,BAT
BulkUser_2189,89,-881.0,true,false,BulkCar_9,SADNESS,75.0,4.0,HAMMER
BulkUser_2190,90,-880.5,false,false,BulkCar_10,RAGE,120.0,30.0,RIFLE
BulkUser_2191,91,-880.0,true,true,BulkCar_11,CALM,76.0,4.0,MACHINE_GUN
BulkUser_2192,92,-879.5,false,false,BulkCar_12,SADNESS,122.0,32.0,BAT
BulkUser_2193,93,-879.0,true,false,BulkCar_13,RAGE,77.0,4.0,HAMMER
BulkUser_2194,94,-878.5,false,true,BulkCar_14,CALM,124.0,34.0,RIFLE
BulkUser_2195,95,-878.0,true,false,BulkCar_15,SADNESS,78.0,4.0,MACHINE_GUN
BulkUser_2196,96,-877.5,false,false,BulkCar_16,RAGE,126.0,36.0,BAT
BulkUser_2197,97,-877.0,true,true,BulkCar_17,CALM,79.0,4.0,HAMMER
BulkUser_2198,98,-876.5,false,false,BulkCar_18,SADNESS,128.0,38.0,RIFLE
BulkUser_2199,99,-876.0,true,false,BulkCar_19,RAGE,80.0,4.0,MACHINE_GUN
BulkUser_2200,100,-875.5,false,true,BulkCar_20,CALM,130.0,40.0,BAT
BulkUser_2201,1,-900.0,true,false,BulkCar_1,SADNESS,81.0,4.0,HAMMER
BulkUser_2202,2,-899.5,false,false,BulkCar_2,RAGE,132.0,42.0,RIFLE
BulkUser_2203,3,-899.0,true,true,BulkCar_3,CALM,82.0,4.0,MACHINE_GUN
BulkUser_2204,4,-898.5,false,false,BulkCar_4,SADNESS,134.0,44.0,BAT
BulkUser_2205,5,-898.0,true,false,BulkCar_5,RAGE,83.0,4.0,HAMMER
BulkUser_2206,6,-897.5,false,true,BulkCar_6,CALM,136.0,46.0,RIFLE
BulkUser_2207,7,-897.0,true,false,BulkCar_7,SADNESS,84.0,4.0,MACHINE_GUN
BulkUser_2208,8,-896.5,false,false,BulkCar_8,RAGE,138.0,48.0,BAT
BulkUser_2209,9,-896.0,true,true,BulkCar_9,CALM,85.0,4.0,HAMMER
BulkUser_2210,10,-895.5,false,false,BulkCar_10,SADNESS,140.0,50.0,RIFLE
BulkUser_2211,11,-895.0,true,false,BulkCar_11,RAGE,86.0,4.0,MACHINE_GUN
BulkUser_2212,12,-894.5,false,true,BulkCar_12,CALM,142.0,52.0,BAT
BulkUser_2213,13,-894.0,true,false,BulkCar_13,SADNESS,87.0,4.0,HAMMER
BulkUser_2214,14,-893.5,false,false,BulkCar_14,RAGE,144.0,54.0,RIFLE
BulkUser_2215,15,-893.0,true,true,BulkCar_15,CALM,88.0,4.0,MACHINE_GUN
BulkUser_2216,16,-892.5,false,false,BulkCar_16,SADNESS,146.0,56.0,BAT
BulkUser_2217,17,-892.0,true,false,BulkCar_17,RAGE,89.0,4.0,HAMMER
BulkUser_2218,18,-891.5,false,true,BulkCar_18,CALM,148.0,58.0,RIFLE
BulkUser_2219,19,-891.0,true,false,BulkCar_19,SADNESS,90.0,4.0,MACHINE_GUN
BulkUser_2220,20,-890.5,false,false,BulkCar_20,RAGE,150.0,60.0,BAT
BulkUser_2221,21,-890.0,true,true,BulkCar_1,CALM,91.0,4.0,HAMMER
BulkUser_2222,22,-889.5,false,false,BulkCar_2,SADNESS,152.0,62.0,RIFLE
BulkUser_2223,23,-889.0,true,false,BulkCar_3,RAGE,92.0,4.0,MACHINE_GUN
BulkUser_2224,24,-888.5,false,true,BulkCar_4,CALM,154.0,64.0,BAT
BulkUser_2225,25,-888.0,true,false,BulkCar_5,SADNESS,93.0,4.0,HAMMER
BulkUser_2226,26,-887.5,false,false,BulkCar_6,RAGE,156.0,66.0,RIFLE
BulkUser_2227,27,-887.0,true,true,BulkCar_7,CALM,94.0,4.0,MACHINE_GUN
BulkUser_2228,28,-886.5,false,false,BulkCar_8,SADNESS,158.0,68.0,BAT
BulkUser_2229,29,-886.0,true,false,BulkCar_9,RAGE,95.0,4.0,HAMMER
BulkUser_2230,30,-885.5,false,true,BulkCar_10,CALM,160.0,70.0,RIFLE
BulkUser_2231,31,-885.0,true,false,BulkCar_11,SADNESS,96.0,4.0,MACHINE_GUN
BulkUser_2232,32,-884.5,false,false,BulkCar_12,RAGE,162.0,72.0,BAT
BulkUser_2233,33,-884.0,true,true,BulkCar_13,CALM,97.0,4.0,HAMMER
BulkUser_2234,34,-883.5,false,false,BulkCar_14,SADNESS,164.0,74.0,RIFLE
BulkUser_2235,35,-883.0,true,false,BulkCar_15,RAGE,98.0,4.0,MACHINE_GUN
BulkUser_2236,36,-882.5,false,true,BulkCar_16,CALM,166.0,76.0,BAT
BulkUser_2237,37,-882.0,true,false,BulkCar_17,SADNESS,99.0,4.0,HAMMER
BulkUser_2238,38,-881.5,false,false,BulkCar_18,RAGE,168.0,78.0,RIFLE
BulkUser_2239,39,-881.0,true,true,BulkCar_19,CALM,100.0,4.0,MACHINE_GUN
BulkUser_2240,40,-880.5,false,false,BulkCar_20,SADNESS,170.0,80.0,BAT
BulkUser_2241,41,-880.0,true,false,BulkCar_1,RAGE,101.0,4.0,HAMMER
BulkUser_2242,42,-879.5,false,true,BulkCar_2,CALM,172.0,82.0,RIFLE
BulkUser_2243,43,-879.0,true,false,BulkCar_3,SADNESS,102.0,4.0,MACHINE_GUN
BulkUser_2244,44,-878.5,false,false,BulkCar_4,RAGE,174.0,84.0,BAT
BulkUser_2245,45,-878.0,true,true,BulkCar_5,CALM,103.0,4.0,HAMMER
BulkUser_2246,46,-877.5,false,false,BulkCar_6,SADNESS,176.0,86.0,RIFLE
BulkUser_2247,47,-877.0,true,false,BulkCar_7,RAGE,104.0,4.0,MACHINE_GUN
BulkUser_2248,48,-876.5,false,true,BulkCar_8,CALM,178.0,88.0,BAT
BulkUser_2249,49,-876.0,true,false,BulkCar_9,SADNESS,105.0,4.0,HAMMER
BulkUser_2250,50,-875.5,false,false,BulkCar_10,RAGE,180.0,90.0,RIFLE
BulkUser_2251,51,-900.0,true,true,BulkCar_11,CALM,106.0,4.0,MACHINE_GUN
BulkUser_2252,52,-899.5,false,false,BulkCar_12,SADNESS,182.0,92.0,BAT
BulkUser_2253,53,-899.0,true,false,BulkCar_13,RAGE,107.0,4.0,HAMMER
BulkUser_2254,54,-898.5,false,true,BulkCar_14,CALM,184.0,94.0,RIFLE
BulkUser_2255,55,-898.0,true,false,BulkCar_15,SADNESS,108.0,4.0,MACHINE_GUN
BulkUser_2256,56,-897.5,false,false,BulkCar_16,RAGE,186.0,96.0,BAT
BulkUser_2257,57,-897.0,true,true,BulkCar_17,CALM,109.0,4.0,HAMMER
BulkUser_2258,58,-896.5,false,false,BulkCar_18,SADNESS,188.0,98.0,RIFLE
BulkUser_2259,59,-896.0,true,false,BulkCar_19,RAGE,110.0,4.0,MACHINE_GUN
BulkUser_2260,60,-895.5,false,true,BulkCar_20,CALM,190.0,100.0,BAT
BulkUser_2261,61,-895.0,true,false,BulkCar_1,SADNESS,111.0,4.0,HAMMER
BulkUser_2262,62,-894.5,false,false,BulkCar_2,RAGE,192.0,102.0,RIFLE
BulkUser_2263,63,-894.0,true,true,BulkCar_3,CALM,112.0,4.0,MACHINE_GUN
BulkUser_2264,64,-893.5,false,false,BulkCar_4,SADNESS,194.0,104.0,BAT
BulkUser_2265,65,-893.0,true,false,BulkCar_5,RAGE,113.0,4.0,HAMMER
BulkUser_2266,66,-892.5,false,true,BulkCar_6,CALM,196.0,106.0,RIFLE
BulkUser_2267,67,-892.0,true,false,BulkCar_7,SADNESS,114.0,4.0,MACHINE_GUN
BulkUser_2268,68,-891.5,false,false,BulkCar_8,RAGE,198.0,108.0,BAT
BulkUser_2269,69,-891.0,true,true,BulkCar_9,CALM,115.0,4.0,HAMMER
BulkUser_2270,70,-890.5,false,false,BulkCar_10,SADNESS,200.0,110.0,RIFLE
BulkUser_2271,71,-890.0,true,false,BulkCar_11,RAGE,116.0,4.0,MACHINE_GUN
BulkUser_2272,72,-889.5,false,true,BulkCar_12,CALM,202.0,112.0,BAT
BulkUser_2273,73,-889.0,true,false,BulkCar_13,SADNESS,117.0,4.0,HAMMER
BulkUser_2274,74,-888.5,false,false,BulkCar_14,RAGE,204.0,114.0,RIFLE
BulkUser_2275,75,-888.0,true,true,BulkCar_15,CALM,118.0,4.0,MACHINE_GUN
BulkUser_2276,76,-887.5,false,false,BulkCar_16,SADNESS,206.0,116.0,BAT
BulkUser_2277,77,-887.0,true,false,BulkCar_17,RAGE,119.0,4.0,HAMMER
BulkUser_2278,78,-886.5,false,true,BulkCar_18,CALM,208.0,118.0,RIFLE
BulkUser_2279,79,-886.0,true,false,BulkCar_19,SADNESS,120.0,4.0,MACHINE_GUN
BulkUser_2280,80,-885.5,false,false,BulkCar_20,RAGE,210.0,120.0,BAT
BulkUser_2281,81,-885.0,true,true,BulkCar_1,CALM,121.0,4.0,HAMMER
BulkUser_2282,82,-884.5,false,false,BulkCar_2,SADNESS,212.0,2.0,RIFLE
BulkUser_2283,83,-884.0,true,false,BulkCar_3,RAGE,122.0,4.0,MACHINE_GUN
BulkUser_2284,84,-883.5,false,true,BulkCar_4,CALM,214.0,4.0,BAT
BulkUser_2285,85,-883.0,true,false,BulkCar_5,SADNESS,123.0,4.0,HAMMER
BulkUser_2286,86,-882.5,false,false,BulkCar_6,RAGE,216.0,6.0,RIFLE
BulkUser_2287,87,-882.0,true,true,BulkCar_7,CALM,124.0,4.0,MACHINE_GUN
BulkUser_2288,88,-881.5,false,false,BulkCar_8,SADNESS,218.0,8.0,BAT
BulkUser_2289,89,-881.0,true,false,BulkCar_9,RAGE,125.0,4.0,HAMMER
BulkUser_2290,90,-880.5,false,true,BulkCar_10,CALM,220.0,10.0,RIFLE
BulkUser_2291,91,-880.0,true,false,BulkCar_11,SADNESS,126.0,4.0,MACHINE_GUN
BulkUser_2292,92,-879.5,false,false,BulkCar_12,RAGE,222.0,12.0,BAT
